target,age,balance,day,duration,campaign,pdays,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,in_default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,day_bin_late,day_bin_mid,age_bin_36-55,age_bin_55-65,age_bin_65+,age_bin_<25,Probability
20995,-0.4639718660356603,-0.9903334174455233,-1.1560831141232186,0.7795152651720524,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24750,1.5007111441333958,-0.9710875703825839,-0.19476280128660858,-0.3155161190654477,-0.5758600587678058,0.597993521323897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18614,2.997612485214581,0.3002704444221782,-1.5165782314369474,0.6001895681017998,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24748,1.687823811768544,1.1312381940808562,-0.19476280128660858,-0.29643891724946336,0.10345444958422538,0.2802629623095625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
25731,3.1847251528497296,0.3557437683094742,0.28589735513169645,0.5811123662858154,1.4620834662882878,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
20997,-0.08974653076536394,0.6466956915550875,-1.1560831141232186,3.0954875656325487,0.44311170376024095,2.88950482573031,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24745,1.5942674779509698,0.226683382122704,-0.19476280128660858,-0.30788523833905396,-0.23620280459179016,-0.06635219297880252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24744,-0.7446408674883827,0.8040587940108863,-0.19476280128660858,-0.1323749816319982,-0.23620280459179016,0.597993521323897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24740,-1.0253098689411049,-0.16955464564369557,-0.3149278403911848,-0.23157643107511666,-0.5758600587678058,0.37654494988966386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21001,-0.5575281998532344,-0.2544627944507812,-1.1560831141232186,1.6150967047121656,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6827,0.9393731412279511,1.0950107172564996,0.28589735513169645,1.9394091355838992,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24736,1.5007111441333958,-0.20917844842033553,-0.3149278403911848,0.0812896787070262,0.10345444958422538,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24735,-0.4639718660356603,-0.7367410796750276,-0.3149278403911848,0.8253005495304148,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24734,0.37803513832250657,1.177654648762063,-0.3149278403911848,0.4971726782954844,-0.23620280459179016,4.025632279175507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
9405,-1.4930915380289753,1.3599241415346068,0.8867225506545777,1.8745466494095524,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24731,-0.6510845336708085,1.417661682723425,-0.3149278403911848,0.0812896787070262,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24728,-0.4639718660356603,-0.037097933504642,-0.3149278403911848,-0.29643891724946336,-0.23620280459179016,0.5883653225658869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18606,0.09736613686978425,0.3059309876759839,-1.5165782314369474,1.657066548707331,-0.23620280459179016,-0.4322237457831878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12520,1.874936479403692,-0.04728691136149228,0.28589735513169645,2.805514098029587,1.1224262121122721,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24725,-0.6510845336708085,-0.16389410238988988,-0.3149278403911848,-0.48721093540930654,-0.5758600587678058,0.665390912629968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12533,0.5651478059576548,-0.4095616796050576,0.28589735513169645,2.3743693369883414,0.10345444958422538,-0.4322237457831878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24826,2.4362744823091367,-0.6608898000740311,0.28589735513169645,0.6803138157289339,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
18653,-0.27685919840051215,0.2866851406130445,-1.1560831141232186,2.492647988247444,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9357,0.7522604735928029,-0.44352493912789187,0.7665575115500015,0.5238807608378625,1.8017407204643032,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
24818,-1.7737605394816978,-0.08917493143965452,0.28589735513169645,-0.18197570635355742,-0.5758600587678058,1.4741596083028194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
24815,2.810499817579433,0.8085872286139308,0.28589735513169645,-0.3269624401550383,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
24813,-1.3995352042114013,1.6746503464462041,0.28589735513169645,-0.4910263757725034,-0.5758600587678058,0.36691675113165373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24812,-1.5866478718465495,-0.5329615225380221,0.28589735513169645,0.7528071826296743,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
24808,1.9684928132212662,0.53008850052669,0.16573231602712019,1.3098614756564164,-0.5758600587678058,1.4645314095448094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12578,-0.27685919840051215,2.5486382248338053,0.4060623942362727,1.458663649821094,3.8396842455203966,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18643,0.09736613686978425,-0.6269265405511968,-1.1560831141232186,0.8825321549783677,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24804,1.5942674779509698,0.4157455267998147,0.16573231602712019,1.3938011636467476,-0.5758600587678058,0.37654494988966386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24803,0.845816807410377,1.3486030550269954,0.16573231602712019,1.7104827137920873,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
18639,0.7522604735928029,-0.4876771765075764,-1.5165782314369474,1.2068445858501011,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9373,0.37803513832250657,1.1821830833651077,0.7665575115500015,3.377830152509117,-0.23620280459179016,-0.4322237457831878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15750,-0.7446408674883827,-0.6676824519785979,0.6463924724454252,0.08510511907022307,-0.5758600587678058,1.300852030658637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12543,-0.3704155322180862,0.4621619814810215,0.28589735513169645,1.7600834385136466,4.518998753872427,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24793,3.839619489572748,-0.8499519447511418,0.16573231602712019,-0.24302275216470726,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
15759,-1.0253098689411049,1.968998595644101,0.6463924724454252,2.179781878465301,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18629,1.3135984764982476,0.6636773213165047,-1.5165782314369474,0.12707496306538857,-0.5758600587678058,2.1770181176375596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9384,-0.3704155322180862,0.09422666998365042,0.7665575115500015,2.0576877868430015,2.82071248299235,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
24783,-0.18330286458293804,-0.09596758334422137,-0.19476280128660858,2.3552921351723572,0.10345444958422538,2.1481335213635293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24782,-0.7446408674883827,1.072368544241277,-0.19476280128660858,0.8977939164311551,-0.23620280459179016,1.4163904157547587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24780,1.781380145586118,-0.9258032243521382,-0.19476280128660858,0.48954179756909066,0.10345444958422538,0.597993521323897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
9387,1.5942674779509698,0.32064840013587875,0.7665575115500015,3.675434500838472,-0.23620280459179016,-0.4322237457831878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20981,-0.5575281998532344,-0.040494259456925426,-1.1560831141232186,4.678895316359247,0.10345444958422538,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18626,0.28447880450493246,-0.1865362754051127,-1.5165782314369474,1.2182909069396917,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24773,-0.7446408674883827,-0.8556124880049474,-0.19476280128660858,2.053872346479805,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24771,2.904056151397007,-0.4672992207938758,-0.19476280128660858,1.1076431364069828,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
12547,-0.9317535351235309,3.0275201841057684,0.28589735513169645,1.7028518330656934,0.10345444958422538,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15774,-1.0253098689411049,2.5735446151505506,0.6463924724454252,4.99176142614139,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18619,0.19092247068735835,1.0372731760676814,-1.5165782314369474,0.0393198347118607,-0.23620280459179016,0.8868394840642012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9375,-1.4930915380289753,-0.7673080132455784,0.7665575115500015,2.954316272194265,1.8017407204643032,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15816,-0.9317535351235309,2.554298768087611,0.6463924724454252,0.43612563248433456,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24676,-1.3995352042114013,0.697640580839339,-0.4350928794957611,-0.07514337618404524,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24675,0.4715914721400806,0.014979064430370514,-0.4350928794957611,1.065673292411817,-0.5758600587678058,0.32840395609961315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6804,0.28447880450493246,0.0364891287948322,0.28589735513169645,6.983421295730153,-0.5758600587678058,-0.4322237457831878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24673,-1.4930915380289753,1.4470965076432147,-0.4350928794957611,-0.15526762381117937,-0.23620280459179016,0.5787371238078768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24672,-0.6510845336708085,0.3512153337064296,-0.4350928794957611,-0.029358091825682858,-0.23620280459179016,0.5787371238078768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12494,0.003809803052210159,-1.0050508299054182,0.28589735513169645,1.9775635392158675,-0.23620280459179016,-0.4322237457831878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24670,0.7522604735928029,-0.13785560342238362,-0.4350928794957611,-0.6589057517531655,-0.5758600587678058,0.23212196851951178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
9427,1.4071548103158216,1.520683569942689,0.8867225506545777,0.4323101921211377,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18588,1.1264858088630993,0.4327271565612318,-1.6367432705415237,0.7680689440824617,-0.5758600587678058,2.340697496523732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21027,-0.8381972013059568,1.6282338917649974,-1.0359180750186423,2.519356070789822,-0.5758600587678058,-0.4322237457831878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24666,0.19092247068735835,1.8297492316004806,-0.4350928794957611,-0.28499259615987277,0.10345444958422538,0.5402243287758363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24665,-0.8381972013059568,-0.7616474699917727,-0.4350928794957611,0.3827094673995785,-0.5758600587678058,0.5787371238078768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18585,3.0911688190321556,-0.980144439588673,-1.6367432705415237,-0.08658969727363582,-0.5758600587678058,-0.4322237457831878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24724,0.6587041397752288,0.602543454175403,-0.3149278403911848,0.3102161004988381,-0.5758600587678058,1.4067622169967486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
24659,2.623387149944285,-0.7956107295146069,-0.4350928794957611,2.3362149333563726,-0.5758600587678058,1.3971340182387384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
